"","rstudent","dffits","cook.d","cov.r","tau2.del","QE.del","hat","weight","inf"
"204",-0.172505098140124,-0.00640164924625038,4.10655340745752e-05,1.0053127123115,0.807599475535156,1233.47405050252,0.0025376636477137,0.25376636477137,""
"205",-0.674441144596508,-0.0309728822341446,0.000960071387344997,1.00343831182877,0.805824637201234,1232.51646716595,0.00223990289707033,0.223990289707033,""
"206",0.323857866565923,0.0183309732829925,0.000336668014231306,1.00511998462719,0.807458093027048,1233.53445393817,0.00247082055497422,0.247082055497422,""
"207",0.127997963439252,0.00869989474008671,7.58415747193233e-05,1.00527645372447,0.807650912069057,1233.63503739889,0.00245629322672415,0.245629322672415,""
"208",0.833501648521461,0.0421253513584416,0.00177596756369269,1.00356333118397,0.805745057178459,1232.54374924633,0.00243448490426374,0.243448490426374,""
"209",0.971198570493773,0.0480940956674176,0.00231381198072732,1.00288350166362,0.805011507884933,1232.11142095332,0.0024057918643947,0.24057918643947,""
"210",0.516393474645919,0.027582155210734,0.000762012577786065,1.00472173927206,0.807010396669656,1233.28081566369,0.00246983835213972,0.246983835213972,""
"211",-0.973863987917333,-0.0478594858632139,0.00229026647310593,1.00223751620292,0.804294946092219,1231.32509566156,0.0023957941670959,0.23957941670959,""
"212",-0.811725344318504,-0.0398535469734184,0.00158911978094408,1.0031881367617,0.805276013808312,1231.90523962886,0.00247532180626955,0.247532180626955,""
"213",-0.489836388724651,-0.0232935225794409,0.000543462442109788,1.00472165366938,0.806855885283013,1232.85856708527,0.00260601958264238,0.260601958264238,""
"214",0.0848388863601297,0.00708181981565369,5.0279634096133e-05,1.00591043525774,0.808037136004709,1233.63525408461,0.00274564260617921,0.274564260617921,""
"215",-0.179043557947882,-0.00687311928755672,4.73493781877108e-05,1.00563867580889,0.807786300593837,1233.44902740852,0.00269679904040731,0.269679904040731,""
"216",0.194872362026305,0.0128442817440812,0.000165390701544683,1.00587753938363,0.807985855590039,1233.6184874637,0.00275816853518587,0.275816853518587,""
"217",-1.55982365009209,-0.0774320293422827,0.00597936945171522,0.998120333680652,0.799821612430012,1228.46793461842,0.00224975749876987,0.224975749876987,""
"218",-1.48263786564792,-0.0741218527910958,0.00548075238488863,0.998717613028601,0.800436978513735,1228.8335729085,0.00230064794543411,0.230064794543411,""
"219",-0.713740024302472,-0.0361262709886551,0.00130643395209055,1.00399502833967,0.805922784152419,1232.08388211123,0.00270688710083917,0.270688710083917,""
"220",-0.33193795622057,-0.0153993116241214,0.000237687307678468,1.00562608980855,0.807612769327773,1233.15667163208,0.0028372780057592,0.28372780057592,""
