"","Soil_properties.std","Soil_fertility.std","Carbon_sequestration.std","Nutrient_cycling.std","Metals.std","Soil_biodiversity.std","mf_eff_1"
"27",0.604976893080492,0.488865700931851,0.150377733801266,0.0621148305868378,0.76047003496223,0.0296203239812507,1.44470643850561
"28",0.665805051309407,0.49998778036065,0.164845921919738,0.242654194018352,0.686642635801699,0.1190420121873,1.98470482891976
"29",0.524541333519071,0.723172336976071,0.0689429527673018,0.108147154584451,0.177078690489674,0.0282640426453645,1.04868519985564
"30",0.611475302799601,0.614196292821496,0.0367694322020406,0.107662485209403,0.347419592330862,0.0620790242973831,1.22714820400576
"31",0.602185744180953,0.650194748739,0.143213407518389,0.297188527739343,0.423322534851913,0.230288486099053,2.08540767958056
"32",0.423908166624589,0.67038361601307,0.0885696225569668,0.0939646278623873,0.518550481840438,0.344798531683287,1.75081530105086
"33",0.589279597134103,0.555475410196786,0.380872966925181,0.285028888857413,0.886991982206629,0.338426145561625,2.81319421507046
"34",0.476031011406598,0.562034517716379,0.173172502671763,0.203498135933306,0.483999045091615,0.194477468832655,1.87559384524621
"35",0.993297016694487,0.934611189719349,0.386050585865976,0.148700745215488,0.532272135727717,0.215057658239883,2.64541264360136
"36",0.658069162630953,0.407839521541045,0.165223621594846,0.237377734976382,0.865483045882341,0.201387962109401,2.11782494419897
"37",0.608111968305885,0.599155975253152,0.163122398611505,0.165453118559442,0.37919379698844,0.0617696804447809,1.57253349857309
"38",0.489209477751953,0.558776127936192,0.258895618797612,0.143782130667006,0.681627420982862,0.0683100550281833,1.78630583982801
"39",0.460158352327177,0.383232252076426,0.164653239199588,0.427412387498795,0.65589996799714,0.322918401597713,2.24903212588682
"40",0.432343705351535,0.393336795022729,0.19220947969108,0.23765647982932,0.627310377815826,0.380077459074794,2.11000412331359
"41",0.730622816465377,0.568247644955249,0.387438251823471,0.385664859730876,0.838583605142959,0.545004568040957,3.31551855855717
"42",0.652664496112915,0.486127906014625,0.318078746796327,0.145966865889614,0.906685818010649,0.0669207530482247,2.01454953859042
"43",0.519686450277504,0.427228080629166,0.300803495142632,0.330034622698518,0.356420395595839,0.278607885509621,2.16058066536816
"44",0.484232516095424,0.392369394796518,0.262457539034658,0.287703074833454,0.765299955378265,0.183712870033876,2.13195083196458
"45",0.533240101527922,0.42384763865256,0.388947883515813,0.395966817836947,0.609735723197343,0.33261722195409,2.62692434774854
"46",0.437546173267445,0.478363998673866,0.282006940581298,0.264639663476242,0.661040264983298,0.0610413616961802,1.87006280953846
"47",0.428685716946417,0.707998082132346,0.308811808715047,0.34601474780523,0.62834463166325,0.504537533866202,2.80022518635218
"48",0.456310364441756,0.698415598367979,0.323233973470737,0.122247776136273,0.613711269511059,0.254232175163464,2.17335384324374
"49",0.42772497891903,0.686063141993679,0.333969594572403,0.286062836023008,0.654809033039568,0.23916317777576,2.43141608036326
"50",0.455603579768324,0.494838142740049,0.267122869213937,0.0673535259051504,0.534381959607312,0.220300705976627,1.76754545688778
"51",0.737448957549645,0.561419683093102,0.108823522435005,0.377088706682031,0.688144969591257,0.133093489202214,2.15948760004575
"52",0.509057333413796,0.736826788403636,1,0.655089046402181,0.881905418201667,0.844268997140579,4.52564180215869
"53",0.613386147058262,0.906072117952707,0.851443028767365,1,0.859689990638932,1,5.16920629068853
"54",0.660329013438772,0.932211877840274,0.603623473178104,0.230810141047842,0.369669966125192,0.164247398862545,2.54856432377467
"55",0.590283137373657,0.323411855011746,0.113867927499399,0.161427909891768,0.735248873918468,0.21347009677414,1.74627803455281
"56",0.695102475014785,1,0.853458572839159,0.517423174951925,0.434849184726251,0.8801226763912,4.21008036264111
"57",0.679502897780503,0.432580570914218,0.211960686837854,0.355051598160779,0.832095906657607,0.171504349643388,2.3261811587203
"58",0.639169887811784,0.417857831989171,0.0273629236108865,0.107080116162065,0.725278299933051,0.0898351093466623,1.37393332488845
"59",0.598628900705659,0.331560535840219,0.0515538907783109,0.0441514094067701,1,0.261232255242379,1.54892479843763
"60",0.673473807532183,0.473448653086221,0.181381841954164,0.289592986386797,0.876024437173207,0.228885507629613,2.3429885509074
"61",0.545946618620728,0.422749430647536,0.0938906200822418,0.245443222964335,0.788711680775071,0.19429497105524,1.89162430857553
"62",0.689592799962853,0.433098307121038,0.167050247808085,0.0919074390619016,0.782882239671789,0.506944886486266,2.22501074583254
"63",0.649592191440598,0.500525606841788,0.232095198727515,0.392574336840365,0.860637462699542,0.492550868906098,2.90921301145743
"64",0.631982588161951,0.679975760790508,0.658559333110196,0.487224339840614,0.901008405116813,0.724590091320256,4.01746410439056
"65",0.558726805337976,0.63646455094643,0.518199436285871,0.360163082085344,0.777729046676516,0.765827192195278,3.50927650868855
"66",0.663722804390605,0.72556874669612,0.269104038183525,0.537471326781967,0.591172633146454,0.338939646327289,2.96150895335249
"67",0.615791722167007,0.456562298447845,0.275708881230544,0.455731906362078,0.971176790348902,0.561729114064913,3.10918882702848
"68",0.535447790469067,0.292772376458301,0.221656749868191,0.294153975678222,0.846255862175724,0.236579880079648,2.12145226469394
"69",0.43950478441302,0.415477364143896,0.273256362310547,0.315081277558611,0.707399815454069,0.133645433839702,2.0498417096356
"70",0.521916475825036,0.338734805863154,0.142622528792606,0.274659515041491,0.86701276049928,0.12492656890468,1.8339389337884
"71",0.36668387230683,0.32916545083327,0.0779590444224445,0.12550356340218,0.869103847400742,0.0793416931117527,1.29259040700186
"72",0.470101931275768,0.518023420259941,0.321284008097492,0.313422003548101,0.544173328984872,0.06231620936281,1.96698791688524
"73",0.638840876921725,0.622106701569552,0.315082348686986,0.102896033728814,0.600328697440293,0.095734408667415,1.93167280951355
"74",0.70999362818897,0.81109932374813,0.47771413022341,0.250697758312414,0.249798326724025,0.393566593002481,2.62223595577645
"75",0.651240635856634,0.517150059208917,0.322185109916857,0.688534333235481,0.813785643908502,0.273297119724837,3.05167682095369
"76",0.58815642493415,0.425721529196501,0.334816517773629,0.215513656379324,0.894417802799859,0.102187950337563,2.12755450776153
"77",0.771712708826617,0.355910490298471,0.00917334805443706,0.0419193979270893,0.887243139596576,0.0824883624202194,1.25744138547699
"78",0.689661744648115,0.53168196597694,0.277355784209614,0.195897541201097,0.89228785738378,0.485834253385894,2.75382144522264
"79",0.773677724315493,0.625525600691066,0.0528003546885807,0.123556084929722,0.644732911047551,0.13169794256877,1.7119917566017
"80",0.59954114798796,0.856919476604271,0.302480869871081,0.625815452860994,0.454904492315789,0.575093028109008,3.26395930116999
