"","pH.std","EC.std","Bulk_density_g_cm3.std","A_phosphorus_ppm_105.std","Phosphatase_activity_µmol_g_h.std","NH4_mgL_105.std","NO3_mgL_105.std","SOM_per_corregido.std","MBC_mg_kg_105.std","Nematode_g_105.std","Ntotal_g_100g_105.std","Nitrogen_stock_Mg_ha.std","Ctotal_g_100g_105.std","Carbon_stock_Mg_ha.std","Al_g_kg.std","Ca_g_kg.std","Cu_mg_Kg_105.std","K_g_kg.std","Mg_g_kg.std","Na_g_kg.std","Zn_mg_Kg_105.std","Fe_g_Kg.std","Ergosterol_µg_g.std","C_N_ratio.std","mf_eff_1"
"36",0.808759124087591,0.298125,0.737154544547541,0.379139637255631,0.162786828911826,0.425689509266963,0.13128675656508,0.315888352120236,0.227063135695007,0.304425530699254,0.207102565284433,0.1874642944691,0.116486269036469,0.109172169566303,0.748493636732908,0.200167852635162,0.974108650623643,0.608003216500356,0.313229158139829,0.514004674310065,0.796111209138504,0.803452372888012,0.0349441005407899,0.370247849717111,7.86761980734483
"37",0.708029197080292,0.23375,0.8888057467824,0.220256576345051,0.194034835318679,0.0432525163372514,0.077446246221354,0.238498139505262,0.0788923944445509,0.0808356003870636,0.255483956837933,0.278833547257669,0.140061595453991,0.15827217899434,0.318748519325725,0.430785419589598,0.425802890262083,0.74015959721433,0.624609649904713,0.804509238816451,0.345294958734826,0.365693051230622,0.0340821179358449,0.360876600756127,6.19773174982731
"38",0.664233576642336,0.315,0.708470517809039,0.179570905110887,0.190410648343573,0.577302699275022,0.00611760262871129,0.35512777962164,0.0473579703500471,0.0890981526802112,0.260771077092159,0.226858856775671,0.228766437810317,0.206059551581285,0.414499238178538,0.138743181535245,0.774056539637931,0.655554377891397,0.357873358447165,0.763444738634447,0.752572312564686,0.675306008933036,0.0363192888903163,0.577478974799269,7.1760139333549
"39",0.581021897810219,0.377708333333333,0.758555322757657,0.123401006607961,0.498355487517248,0.0592319870688935,0.178514400422784,0.276915113871633,0.198163644389625,0.398217109939078,0.218019019562485,0.203074867471188,0.134124449778956,0.129352215598326,0.469947201077378,0.158186609427581,0.473266923360341,0.600608227501912,0.285617936575761,0.761629448628628,0.814340411027772,0.760124462149178,0.135857963155708,0.404964411637976,7.42000753488038
"40",0.661313868613139,0.22375,0.696647710266387,0.121287440380004,0.261550415220637,0.072204934379626,0.0820789277972365,0.28082490369303,0.128219002803928,0.572654706749709,0.305408111958505,0.261257230229741,0.176394514963648,0.156234502534873,0.362599310003596,0.0987007315354923,0.733033788852191,0.706196026559878,0.380184888474151,0.658971235480001,0.673523253757114,0.638781199260125,0.053859325509693,0.380196221336494,6.95684061750347
"41",0.671532846715328,0.6625,0.800409059163923,0.314890106860827,0.379663988548391,0.0517578969922015,0.56837261451198,0.471329131693337,0.249727623748063,0.734615089465023,0.491416990965159,0.482988399389646,0.326782201428185,0.332543947606725,0.637062003705969,0.198053545127623,0.846442864851211,0.681791887877335,0.250320501633448,0.559432952299829,0.889903255457919,0.845503956220932,0.156360553604505,0.437735242729796,10.6824456328866
"42",0.854014598540146,0.23625,0.698443579766537,0.592863384143262,0.135091729375049,0.288600062286809,0.015752926989176,0.408853953437597,0.106521892452196,0.0694305572957781,0.49604422482124,0.425428189385738,0.284850920917126,0.252945883412233,0.794391834610187,0.236359162848218,0.90905424609348,0.490894442033296,0.251681580128478,0.560251560818884,0.881619142059178,0.8952579253097,0.0536378268755303,0.378007588192816,8.16935461778163
"43",0.656934306569343,0.275625,0.802903322358575,0.0995482210261721,0.400352873648046,0.0656481017705075,0.146929188530481,0.345244817294507,0.138623399121325,0.339473344590695,0.435255834902246,0.429123593430423,0.275309508060502,0.281036756024214,0,0.117539923078327,0.419521328270201,0.634708657275046,0.43624491823169,0.553349567987039,0.526752178947815,0.421849969069558,0.123448612072137,0.416370446752841,6.89606107586831
"44",0.697810218978102,0.165416666666667,0.763094881771924,0.25666543490709,0.366095944397006,0.165560929833474,0.0128499474293673,0.379789430984253,0.104349083458158,0.2027524993223,0.323731314445234,0.303345661076186,0.212940223555361,0.20659266821376,0.533081329351365,0.0991252751529308,0.749641981970021,0.722615369084032,0.274433258729509,0.559989423977269,0.874634002048082,0.780254698436126,0.107716219817526,0.432988421376959,7.43646809351601
"45",0.664233576642336,0.271458333333333,0.815175097276265,0.281160724403605,0.371671640956427,0.0194689917619697,0.132052950130202,0.503356311856561,0.274486111337148,0.167202360689537,0.459736006775064,0.46018659030391,0.309894158073977,0.321175901381801,0.486943105549195,0.140982615997299,0.536762990261958,0.570973363061963,0.363649742721257,0.517178262893429,0.655894995276809,0.660875962260569,0.380830678511109,0.443719135236752,8.67426528943678
